TimeStamp, TYPE_ACC0, TYPE_ACC1, TYPE_ACC2, TYPE_MAG0, TYPE_MAG1, TYPE_MAG2, TYPE_GYRO0, TYPE_GYRO1, TYPE_GYRO2, TYPE_ROTATION0, TYPE_ROTATION1, TYPE_ROTATION2, TYPE_LINEAR0, TYPE_LINEAR1, TYPE_LINEAR2, TYPE_GRAVITY0, TYPE_GRAVITY1, TYPE_GRAVITY2, position_x, position_y, velocity_x, velocity_y, pressure, size, mCurrentPattern, Counter
17740437,-2.0590057,7.3789215,6.038162,-2.0590057,7.3789215,6.038162,-2.0590057,7.3789215,6.038162,-2.0590057,7.3789215,6.038162,-2.0590057,7.3789215,6.038162,-2.0590057,7.3789215,6.038162,569.1737,1203.5952,1530.807,1195.8297,0.7,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",12
17740704,-3.1890717,7.680588,4.965561,-3.1890717,7.680588,4.965561,-3.1890717,7.680588,4.965561,-3.1890717,7.680588,4.965561,-3.1890717,7.680588,4.965561,-3.1890717,7.680588,4.965561,1075.6785,777.5858,1959.8911,-2352.158,0.7,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",12
17740954,-2.9209137,7.9008636,5.439621,2.6046753,-16.946411,1.1169434,2.6046753,-16.946411,1.1169434,2.6046753,-16.946411,1.1169434,0.453537,0.13929749,0.48587036,0.453537,0.13929749,0.48587036,860.2634,316.45642,-2357.5369,-1997.9117,1,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",12
,,,,,,,,,,,,,,,,,,,,,,,,,,
17741174,-3.0645752,7.8242493,4.7692413,-3.0645752,7.8242493,4.7692413,-3.0645752,7.8242493,4.7692413,-3.0645752,7.8242493,4.7692413,-3.0645752,7.8242493,4.7692413,-3.0645752,7.8242493,4.7692413,687,199,0,0,0.3375,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",13
17741373,-3.0406342,7.484268,5.367798,-3.0406342,7.484268,5.367798,-3.0406342,7.484268,5.367798,-3.0406342,7.484268,5.367798,-3.0406342,7.484268,5.367798,-3.0406342,7.484268,5.367798,193,685,0,0,1.0500001,0.027450982,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",13
17741373,-3.0406342,7.484268,5.367798,-3.0406342,7.484268,5.367798,-3.0406342,7.484268,5.367798,-3.0406342,7.484268,5.367798,-3.0406342,7.484268,5.367798,-3.0406342,7.484268,5.367798,193,685,0,0,1.0500001,0.027450982,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",13
17741571,-1.9440765,7.326248,6.2727966,-1.9440765,7.326248,6.2727966,-1.9440765,7.326248,6.2727966,-1.9440765,7.326248,6.2727966,-1.9440765,7.326248,6.2727966,-1.9440765,7.326248,6.2727966,546.0492,1192.5126,1617.8322,1601.3635,0.77500004,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",13
17741822,-2.791626,7.7667847,5.4683533,0.86364746,-16.59851,1.7852783,0.86364746,-16.59851,1.7852783,-0.16438293,0.42408752,0.89056396,-0.16438293,0.42408752,0.89056396,-0.16438293,0.42408752,0.89056396,1108.6593,818.36194,2002.1387,-2469.7349,0.77500004,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",13
17742072,-4.0749207,7.8721313,4.261673,-4.0749207,7.8721313,4.261673,-4.0749207,7.8721313,4.261673,-4.0749207,7.8721313,4.261673,-4.0749207,7.8721313,4.261673,-4.0749207,7.8721313,4.261673,815.70197,344.85468,-1904.3342,-1717.927,1.0625,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",13
,,,,,,,,,,,,,,,,,,,,,,,,,,
17742304,-3.993515,7.8242493,5.372574,-3.993515,7.8242493,5.372574,-3.993515,7.8242493,5.372574,-3.993515,7.8242493,5.372574,-0.34207153,0.20289612,0.397583,-0.34207153,0.20289612,0.397583,669,227,0,0,0.3125,0.003921569,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",14
17742485,-3.193863,7.407654,5.2528687,-3.193863,7.407654,5.2528687,-3.193863,7.407654,5.2528687,-3.193863,7.407654,5.2528687,0.1776123,-0.0839386,-0.1023407,0.1776123,-0.0839386,-0.1023407,232,696,0,0,0.8875,0.023529414,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",14
17742485,-3.193863,7.407654,5.2528687,-3.193863,7.407654,5.2528687,-3.193863,7.407654,5.2528687,-3.193863,7.407654,5.2528687,0.1776123,-0.0839386,-0.1023407,0.1776123,-0.0839386,-0.1023407,232,696,0,0,0.8875,0.023529414,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",14
17742673,-1.7046661,7.053314,6.3781433,-1.7046661,7.053314,6.3781433,-1.7046661,7.053314,6.3781433,-1.7046661,7.053314,6.3781433,0.954834,-0.21861267,0.36016846,0.954834,-0.21861267,0.36016846,589.5971,1150.9434,1925.2894,2182.3804,0.6125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",14
17742923,-3.1746979,7.182602,5.966339,-3.1746979,7.182602,5.966339,-3.1746979,7.182602,5.966339,-3.1746979,7.182602,5.966339,-3.1746979,7.182602,5.966339,-3.1746979,7.182602,5.966339,1081.5707,830.322,2456.3762,-1728.4479,0.6125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",14
17743190,-4.1132355,7.3549805,4.462784,-4.1132355,7.3549805,4.462784,-4.1132355,7.3549805,4.462784,-4.1132355,7.3549805,4.462784,-4.1132355,7.3549805,4.462784,-4.1132355,7.3549805,4.462784,872.5243,320.0006,-2012.6875,-2661.3416,0.875,0.027450982,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",14
,,,,,,,,,,,,,,,,,,,,,,,,,,
17743392,-3.9312744,6.555313,5.1571045,-3.9312744,6.555313,5.1571045,-3.9312744,6.555313,5.1571045,-3.9312744,6.555313,5.1571045,-3.9312744,6.555313,5.1571045,-3.9312744,6.555313,5.1571045,737,196,0,0,0.5,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",15
17743678,-2.9448547,7.4028625,5.621582,3.9962769,-16.946411,0.7827759,3.9962769,-16.946411,0.7827759,3.9962769,-16.946411,0.7827759,3.9962769,-16.946411,0.7827759,3.9962769,-16.946411,0.7827759,217,805,0,0,0.625,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",15
17743678,-2.9448547,7.4028625,5.621582,3.9962769,-16.946411,0.7827759,3.9962769,-16.946411,0.7827759,3.9962769,-16.946411,0.7827759,3.9962769,-16.946411,0.7827759,3.9962769,-16.946411,0.7827759,217,805,0,0,0.625,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",15
17743890,-2.408554,6.8809204,6.5840454,-2.408554,6.8809204,6.5840454,-2.408554,6.8809204,6.5840454,-2.408554,6.8809204,6.5840454,-2.408554,6.8809204,6.5840454,-2.408554,6.8809204,6.5840454,551.9464,1232.3586,1506.7661,1638.013,0.85,0.023529414,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",15
17744124,-1.632843,6.981491,6.124359,-1.632843,6.981491,6.124359,-1.632843,6.981491,6.124359,-0.15171814,0.41311646,0.8978119,-0.15171814,0.41311646,0.8978119,-0.15171814,0.41311646,0.8978119,1080.4951,819.50793,2479.1404,-4232.254,0.58750004,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",15
17744408,-3.1794891,7.8242493,4.5920715,4.170227,-17.816162,0.95062256,0.029830933,0.2993164,-0.15553284,0.029830933,0.2993164,-0.15553284,0.029830933,0.2993164,-0.15553284,0.029830933,0.2993164,-0.15553284,846.03546,367.03546,-2116.4607,-2115.7852,0.85,0.023529414,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",15
,,,,,,,,,,,,,,,,,,,,,,,,,,
17744624,-4.7022095,8.073242,3.9600067,-4.7022095,8.073242,3.9600067,-4.7022095,8.073242,3.9600067,-4.7022095,8.073242,3.9600067,-4.7022095,8.073242,3.9600067,-4.7022095,8.073242,3.9600067,672,231,0,0,0.2875,0.003921569,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",16
17744846,-3.3853912,7.6470795,5.425247,-3.3853912,7.6470795,5.425247,-3.3853912,7.6470795,5.425247,-3.3853912,7.6470795,5.425247,-3.3853912,7.6470795,5.425247,-3.3853912,7.6470795,5.425247,213,722,0,0,0.8875,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",16
17744846,-3.3853912,7.6470795,5.425247,-3.3853912,7.6470795,5.425247,-3.3853912,7.6470795,5.425247,-3.3853912,7.6470795,5.425247,-3.3853912,7.6470795,5.425247,-3.3853912,7.6470795,5.425247,213,722,0,0,0.8875,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",16
17745058,-2.1068878,7.302307,6.684601,-2.1068878,7.302307,6.684601,-2.1068878,7.302307,6.684601,-2.1068878,7.302307,6.684601,-2.1068878,7.302307,6.684601,-2.1068878,7.302307,6.684601,571.647,1249.9275,1689.2043,1819.4243,0.6375,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",16
17745308,-1.9823914,7.2640076,6.7037506,-1.9195557,-15.90271,2.7877808,-1.9195557,-15.90271,2.7877808,-1.9195557,-15.90271,2.7877808,-1.9195557,-15.90271,2.7877808,-1.9195557,-15.90271,2.7877808,1069.7108,828.55237,3056.55,-2669.6682,0.6375,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",16
17745592,-2.973587,7.4651184,5.319916,-2.973587,7.4651184,5.319916,0.08415222,0.39093018,-0.09693909,0.08415222,0.39093018,-0.09693909,0.08415222,0.39093018,-0.09693909,0.08415222,0.39093018,-0.09693909,850.4751,349.0763,-2531.861,-1878.5568,0.95,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",16
,,,,,,,,,,,,,,,,,,,,,,,,,,
17745808,-2.7485352,8.001419,5.104431,-2.7485352,8.001419,5.104431,-2.7485352,8.001419,5.104431,-2.7485352,8.001419,5.104431,-2.7485352,8.001419,5.104431,-2.7485352,8.001419,5.104431,679,233,0,0,0.5375,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",17
17746040,-3.5912933,7.5800323,5.319916,2.7786255,-17.120361,1.953125,2.7786255,-17.120361,1.953125,-0.18873596,0.4338379,0.8808441,-0.18873596,0.4338379,0.8808441,-0.18873596,0.4338379,0.8808441,248,696,0,0,1.0500001,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",17
17746040,-3.5912933,7.5800323,5.319916,2.7786255,-17.120361,1.953125,2.7786255,-17.120361,1.953125,-0.18873596,0.4338379,0.8808441,-0.18873596,0.4338379,0.8808441,-0.18873596,0.4338379,0.8808441,248,696,0,0,1.0500001,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",17
17746243,-2.652771,7.297516,6.459549,-0.0061035156,-15.72876,3.288269,-0.0061035156,-15.72876,3.288269,-0.14041138,0.40771484,0.901947,-0.14041138,0.40771484,0.901947,-0.14041138,0.40771484,0.901947,554.7318,1175.6163,1704.3044,1642.8098,0.75,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",17
17746526,-3.404541,7.508209,5.784378,-3.404541,7.508209,5.784378,-3.404541,7.508209,5.784378,-3.404541,7.508209,5.784378,-3.404541,7.508209,5.784378,-3.404541,7.508209,5.784378,1070.9675,787.06494,947.43756,-1994.8033,0.75,0.023529414,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",17
17746777,-3.921692,7.6901703,4.5681305,-3.921692,7.6901703,4.5681305,-3.921692,7.6901703,4.5681305,-3.921692,7.6901703,4.5681305,-3.921692,7.6901703,4.5681305,-3.921692,7.6901703,4.5681305,807.76385,374.78076,-1623.9512,-1493.6688,1.025,0.023529414,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",17
,,,,,,,,,,,,,,,,,,,,,,,,,,
17747002,-4.03183,7.623123,5.956772,-4.03183,7.623123,5.956772,-4.03183,7.623123,5.956772,-0.2028656,0.43910217,0.8751831,-0.2028656,0.43910217,0.8751831,-0.2028656,0.43910217,0.8751831,684,266,0,0,0.58750004,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",18
17747226,-3.193863,7.594406,5.233719,-3.193863,7.594406,5.233719,-3.193863,7.594406,5.233719,-0.18357849,0.4365692,0.88064575,-0.18357849,0.4365692,0.88064575,-0.18357849,0.4365692,0.88064575,220,700,0,0,1.0625,0.027450982,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",18
17747226,-3.193863,7.594406,5.233719,-3.193863,7.594406,5.233719,-3.193863,7.594406,5.233719,-0.18357849,0.4365692,0.88064575,-0.18357849,0.4365692,0.88064575,-0.18357849,0.4365692,0.88064575,220,700,0,0,1.0625,0.027450982,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",18
17747445,-2.2792664,7.192169,6.363785,-2.2792664,7.192169,6.363785,-2.2792664,7.192169,6.363785,-2.2792664,7.192169,6.363785,-2.2792664,7.192169,6.363785,-2.2792664,7.192169,6.363785,562.46136,1240.6409,1560.7806,1039.6836,0.7875,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",18
17747712,-2.2361755,7.503418,5.554535,-2.2361755,7.503418,5.554535,-2.2361755,7.503418,5.554535,-2.2361755,7.503418,5.554535,-2.2361755,7.503418,5.554535,-2.2361755,7.503418,5.554535,1061.6056,831.05725,1824.5607,-1694.1563,0.7875,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",18
17747995,-3.356659,7.5608826,4.917679,-3.356659,7.5608826,4.917679,-3.356659,7.5608826,4.917679,-3.356659,7.5608826,4.917679,-3.356659,7.5608826,4.917679,-3.356659,7.5608826,4.917679,813.9067,341.25024,-3380.4543,-2080.1523,0.7875,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",18
,,,,,,,,,,,,,,,,,,,,,,,,,,
17748219,-4.4101105,7.9248047,3.8642273,4.866028,-17.120361,2.619934,4.866028,-17.120361,2.619934,4.866028,-17.120361,2.619934,4.866028,-17.120361,2.619934,4.866028,-17.120361,2.619934,627,259,0,0,0.4,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",19
17748448,-2.8778229,7.3070984,5.444412,-2.8778229,7.3070984,5.444412,-2.8778229,7.3070984,5.444412,-2.8778229,7.3070984,5.444412,0.4155426,-0.060897827,-0.12643433,0.4155426,-0.060897827,-0.12643433,213,781,0,0,0.3375,0.003921569,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",19
17748448,-2.8778229,7.3070984,5.444412,-2.8778229,7.3070984,5.444412,-2.8778229,7.3070984,5.444412,-2.8778229,7.3070984,5.444412,0.4155426,-0.060897827,-0.12643433,0.4155426,-0.060897827,-0.12643433,213,781,0,0,0.3375,0.003921569,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",19
17748629,-2.2505493,7.0628815,6.713333,-2.2505493,7.0628815,6.713333,-2.2505493,7.0628815,6.713333,-2.2505493,7.0628815,6.713333,0.4340973,-0.09754944,0.5741577,0.4340973,-0.09754944,0.5741577,553.7173,1193.9456,2600.109,2340.1228,0.58750004,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",19
17748896,-2.427719,7.2879486,5.918457,-2.427719,7.2879486,5.918457,-2.427719,7.2879486,5.918457,-2.427719,7.2879486,5.918457,-2.427719,7.2879486,5.918457,-2.427719,7.2879486,5.918457,1049.9701,780.7844,1288.8634,-2650.2563,0.58750004,0.023529414,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",19
17749146,-3.7636719,7.685379,4.812332,4.866028,-17.816162,1.28479,4.866028,-17.816162,1.28479,4.866028,-17.816162,1.28479,4.866028,-17.816162,1.28479,4.866028,-17.816162,1.28479,821.55554,376.6491,-2416.444,-1893.5388,0.8625,0.023529414,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",19
,,,,,,,,,,,,,,,,,,,,,,,,,,
17749348,-3.8450775,7.436386,5.554535,-3.8450775,7.436386,5.554535,-3.8450775,7.436386,5.554535,-3.8450775,7.436386,5.554535,-3.8450775,7.436386,5.554535,-3.8450775,7.436386,5.554535,632,274,0,0,0.85,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",20
17749572,-3.428482,7.187393,5.511444,-3.428482,7.187393,5.511444,-3.428482,7.187393,5.511444,-3.428482,7.187393,5.511444,-0.016601563,-0.045028687,-0.16488647,-0.016601563,-0.045028687,-0.16488647,254,759,0,0,0.8875,0.027450982,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",20
17749572,-3.428482,7.187393,5.511444,-3.428482,7.187393,5.511444,-3.428482,7.187393,5.511444,-3.428482,7.187393,5.511444,-0.016601563,-0.045028687,-0.16488647,-0.016601563,-0.045028687,-0.16488647,254,759,0,0,0.8875,0.027450982,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",20
17749763,-2.5905151,7.024582,6.038162,-2.5905151,7.024582,6.038162,-2.5905151,7.024582,6.038162,-2.5905151,7.024582,6.038162,0.1966095,-0.03366089,-0.17327881,0.1966095,-0.03366089,-0.17327881,576.1497,1151.7426,1705.992,1963.2208,0.6125,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",20
17750014,-2.1452026,7.0389404,6.038162,-2.1452026,7.0389404,6.038162,-2.1452026,7.0389404,6.038162,-2.1452026,7.0389404,6.038162,-2.1452026,7.0389404,6.038162,-2.1452026,7.0389404,6.038162,1095.1887,797.1273,2010.27,-2638.4258,0.6125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",20
17750264,-3.9983063,7.637497,5.4922943,-3.9983063,7.637497,5.4922943,-3.9983063,7.637497,5.4922943,-0.20994568,0.43006897,0.8779907,-0.20994568,0.43006897,0.8779907,-0.20994568,0.43006897,0.8779907,819.12335,337.05774,-2296.7236,-2077.5063,0.8875,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",20
,,,,,,,,,,,,,,,,,,,,,,,,,,
17750484,-3.9073334,7.5321503,5.645523,-3.9073334,7.5321503,5.645523,-0.1416626,-0.28016663,0.067092896,-0.1416626,-0.28016663,0.067092896,-0.1416626,-0.28016663,0.067092896,-0.1416626,-0.28016663,0.067092896,677,221,0,0,0.3625,0.003921569,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",21
17750741,-3.1363983,7.273575,5.4348297,-3.1363983,7.273575,5.4348297,-3.1363983,7.273575,5.4348297,-3.1363983,7.273575,5.4348297,0.13391113,-0.096954346,-0.14619446,0.13391113,-0.096954346,-0.14619446,270,744,0,0,0.77500004,0.023529414,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",21
17750741,-3.1363983,7.273575,5.4348297,-3.1363983,7.273575,5.4348297,-3.1363983,7.273575,5.4348297,-3.1363983,7.273575,5.4348297,0.13391113,-0.096954346,-0.14619446,0.13391113,-0.096954346,-0.14619446,270,744,0,0,0.77500004,0.023529414,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",21
17750914,-2.4420776,7.0197906,6.8282623,-2.4420776,7.0197906,6.8282623,-2.4420776,7.0197906,6.8282623,-2.4420776,7.0197906,6.8282623,0.38694763,-0.09875488,0.7052307,0.38694763,-0.09875488,0.7052307,568.2641,1108.7903,2025.395,1830.371,0.725,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",21
17751181,-2.9783783,7.369339,5.5401764,-2.9783783,7.369339,5.5401764,-2.9783783,7.369339,5.5401764,-2.9783783,7.369339,5.5401764,-2.9783783,7.369339,5.5401764,-2.9783783,7.369339,5.5401764,1048.5398,798.4602,1947.1288,-1991.869,0.725,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",21
17751432,-3.6918488,7.8769226,5.5018616,-3.6918488,7.8769226,5.5018616,-3.6918488,7.8769226,5.5018616,-3.6918488,7.8769226,5.5018616,-3.6918488,7.8769226,5.5018616,-3.6918488,7.8769226,5.5018616,834.25793,346.44775,-2064.242,-1656.9142,0.9875,0.03529412,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",21
,,,,,,,,,,,,,,,,,,,,,,,,,,
17751700,-4.108444,7.5560913,5.554535,5.3894043,-18.338013,2.1194458,5.3894043,-18.338013,2.1194458,5.3894043,-18.338013,2.1194458,5.3894043,-18.338013,2.1194458,5.3894043,-18.338013,2.1194458,679,240,0,0,0.4875,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",22
17751913,-3.193863,7.139496,5.377365,3.9962769,-17.294312,2.4536133,3.9962769,-17.294312,2.4536133,3.9962769,-17.294312,2.4536133,3.9962769,-17.294312,2.4536133,3.9962769,-17.294312,2.4536133,277,745,0,0,1.1875,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",22
17751913,-3.193863,7.139496,5.377365,3.9962769,-17.294312,2.4536133,3.9962769,-17.294312,2.4536133,3.9962769,-17.294312,2.4536133,3.9962769,-17.294312,2.4536133,3.9962769,-17.294312,2.4536133,277,745,0,0,1.1875,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",22
17752082,-2.15477,7.0389404,6.411667,-2.15477,7.0389404,6.411667,-2.15477,7.0389404,6.411667,-2.15477,7.0389404,6.411667,-2.15477,7.0389404,6.411667,-2.15477,7.0389404,6.411667,570.61444,1155.6145,1862.1724,1862.1743,0.5625,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",22
17752332,-3.4141235,7.192169,6.0429535,-3.4141235,7.192169,6.0429535,-3.4141235,7.192169,6.0429535,-3.4141235,7.192169,6.0429535,-3.4141235,7.192169,6.0429535,-3.4141235,7.192169,6.0429535,1067.389,762.35156,1006.9748,-1668.1731,0.5625,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",22
17752599,-4.247299,7.4746857,4.9081116,4.5181274,-17.120361,1.953125,4.5181274,-17.120361,1.953125,4.5181274,-17.120361,1.953125,4.5181274,-17.120361,1.953125,4.5181274,-17.120361,1.953125,815.8282,362.47467,-1962.8451,-1767.555,0.825,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",22
,,,,,,,,,,,,,,,,,,,,,,,,,,
17752832,-3.4141235,7.388504,6.033386,3.300476,-17.294312,2.4536133,3.300476,-17.294312,2.4536133,3.300476,-17.294312,2.4536133,0.21472168,0.020492554,0.67500305,0.21472168,0.020492554,0.67500305,670,258,0,0,0.8125,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",23
17753030,-3.3423004,7.211334,5.391739,-3.3423004,7.211334,5.391739,0.040481567,-0.071380615,-0.0053253174,0.040481567,-0.071380615,-0.0053253174,0.040481567,-0.071380615,-0.0053253174,0.040481567,-0.071380615,-0.0053253174,243,745,0,0,0.7,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",23
17753030,-3.3423004,7.211334,5.391739,-3.3423004,7.211334,5.391739,0.040481567,-0.071380615,-0.0053253174,0.040481567,-0.071380615,-0.0053253174,0.040481567,-0.071380615,-0.0053253174,0.040481567,-0.071380615,-0.0053253174,243,745,0,0,0.7,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",23
17753233,-2.5713654,6.9479675,6.076477,-2.5713654,6.9479675,6.076477,-0.076675415,-0.23968506,0.08093262,-0.076675415,-0.23968506,0.08093262,-0.076675415,-0.23968506,0.08093262,-0.076675415,-0.23968506,0.08093262,574.6464,1161.3146,1762.5834,1636.7423,0.7625,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",23
17753483,-2.5330505,7.1538696,5.5210266,-2.5330505,7.1538696,5.5210266,-2.5330505,7.1538696,5.5210266,-2.5330505,7.1538696,5.5210266,-2.5330505,7.1538696,5.5210266,-2.5330505,7.1538696,5.5210266,1047.5765,760.0554,1569.6306,-1874.781,0.7625,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",23
17753717,-4.060562,7.570465,5.0900726,5.215454,-18.86139,1.6189575,5.215454,-18.86139,1.6189575,5.215454,-18.86139,1.6189575,5.215454,-18.86139,1.6189575,5.215454,-18.86139,1.6189575,827.8779,345.76746,-2223.683,-2096.305,0.7625,0.03529412,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",23
,,,,,,,,,,,,,,,,,,,,,,,,,,
17753966,-4.0414124,7.5800323,4.309555,-4.0414124,7.5800323,4.309555,-4.0414124,7.5800323,4.309555,-4.0414124,7.5800323,4.309555,-4.0414124,7.5800323,4.309555,-4.0414124,7.5800323,4.309555,704,247.09833,0,0,0.6,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",24
17754217,-2.6144562,7.091614,5.664673,-2.6144562,7.091614,5.664673,-0.0053253174,0.01914978,0.020217896,-0.0053253174,0.01914978,0.020217896,-0.0053253174,0.01914978,0.020217896,-0.0053253174,0.01914978,0.020217896,262,793,0,0,1.15,0.03529412,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",24
17754217,-2.6144562,7.091614,5.664673,-2.6144562,7.091614,5.664673,-0.0053253174,0.01914978,0.020217896,-0.0053253174,0.01914978,0.020217896,-0.0053253174,0.01914978,0.020217896,-0.0053253174,0.01914978,0.020217896,262,793,0,0,1.15,0.03529412,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",24
17754401,-2.7054443,6.9671173,6.5840454,-2.7054443,6.9671173,6.5840454,0.12037659,-0.13209534,0.059631348,0.12037659,-0.13209534,0.059631348,0.12037659,-0.13209534,0.059631348,0.12037659,-0.13209534,0.059631348,573.9547,1170.104,1757.0299,1505.9408,0.8125,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",24
17754634,-2.6958618,7.3549805,5.621582,-0.7019043,-17.120361,3.6224365,-0.7019043,-17.120361,3.6224365,-0.7019043,-17.120361,3.6224365,-0.7019043,-17.120361,3.6224365,-0.7019043,-17.120361,3.6224365,1060.909,778.18677,2117.414,-3388.6982,0.8125,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",24
17754901,-4.036621,7.680588,4.697418,-4.036621,7.680588,4.697418,-4.036621,7.680588,4.697418,-4.036621,7.680588,4.697418,-4.036621,7.680588,4.697418,-4.036621,7.680588,4.697418,819.7654,342.9613,-1811.385,-1259.7343,0.8125,0.03137255,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",24
,,,,,,,,,,,,,,,,,,,,,,,,,,
17755098,-3.6583252,7.6327057,5.6119995,-3.6583252,7.6327057,5.6119995,-3.6583252,7.6327057,5.6119995,-3.6583252,7.6327057,5.6119995,-3.6583252,7.6327057,5.6119995,-3.6583252,7.6327057,5.6119995,676.3102,252.68982,0,0,0.7,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",25
